team,season,winning_percentage,relative_payroll,previous_wp
Boston Red Sox,2001,0.5093167701863354,1.6766435771,0.5246913580246914
Boston Red Sox,2002,0.5740740740740741,1.7079395377,0.5093167701863354
Boston Red Sox,2003,0.5864197530864198,1.4120726194,0.5740740740740741
Boston Red Sox,2004,0.6049382716049383,1.9520567376,0.5864197530864198
Boston Red Sox,2009,0.5864197530864198,1.4923663108,0.5864197530864198
Boston Red Sox,2010,0.5493827160493827,1.8594574927,0.5864197530864198
Boston Red Sox,2011,0.5555555555555556,1.7993665934,0.5493827160493827
Boston Red Sox,2012,0.42592592592592593,1.8639707214,0.5555555555555556
Boston Red Sox,2013,0.5987654320987654,1.6625760558,0.42592592592592593
Boston Red Sox,2014,0.4382716049382716,1.4772719972,0.5987654320987654
Boston Red Sox,2017,0.5740740740740741,1.4550676556,0.5740740740740741
Boston Red Sox,2018,0.6666666666666666,1.7444914709,0.5740740740740741
Chicago White Sox,1999,0.46296296296296297,0.5308315276,0.49079754601226994
Chicago White Sox,2000,0.5864197530864198,0.5056726094,0.46296296296296297
Chicago White Sox,2001,0.5123456790123457,1,0.5864197530864198
Chicago White Sox,2002,0.5,0.899200259,0.5123456790123457
Chicago White Sox,2003,0.5308641975308642,0.720683809,0.5
Chicago White Sox,2004,0.5123456790123457,1,0.5308641975308642
Chicago White Sox,2005,0.6111111111111112,1.0880854513,0.5123456790123457
Chicago White Sox,2008,0.5460122699386503,1.4973199505,0.4444444444444444
Chicago White Sox,2009,0.4876543209876543,1.177610715,0.5460122699386503
Chicago White Sox,2010,0.5432098765432098,1.1401645872,0.4876543209876543
Chicago White Sox,2011,0.4876543209876543,1.4035879851,0.5432098765432098
Chicago White Sox,2012,0.5246913580246914,1.0388245568,0.4876543209876543
Chicago White Sox,2013,0.3888888888888889,1.2791806205,0.5246913580246914
Chicago White Sox,2014,0.4506172839506173,0.85095579,0.3888888888888889
Chicago White Sox,2015,0.4691358024691358,1.0138697329,0.4506172839506173
Chicago White Sox,2016,0.48148148148148145,0.9309372388,0.4691358024691358
Chicago Cubs,2000,0.4012345679012346,1.0064829822,0.41358024691358025
Chicago Cubs,2001,0.5432098765432098,0.9860909258,0.4012345679012346
Chicago Cubs,2002,0.41358024691358025,1.1929506925,0.5432098765432098
Chicago Cubs,2007,0.5246913580246914,1.1418190041,0.4074074074074074
Chicago Cubs,2010,0.46296296296296297,1.5967502876,0.515527950310559
Chicago Cubs,2011,0.4382716049382716,1.4718512889,0.46296296296296297
Chicago Cubs,2012,0.3765432098765432,1.1626981325,0.4382716049382716
Chicago Cubs,2013,0.4074074074074074,1.1492699047,0.3765432098765432
Chicago Cubs,2014,0.4506172839506173,0.8756608318,0.4074074074074074
Chicago Cubs,2017,0.5679012345679012,1.2716249386,0.6358024691358025
Cincinnati Reds,2001,0.4074074074074074,0.7464116253,0.5214723926380368
Cincinnati Reds,2002,0.48148148148148145,0.7100317412,0.4074074074074074
Cincinnati Reds,2005,0.44785276073619634,0.8957995571,0.4691358024691358
Cincinnati Reds,2006,0.49382716049382713,0.8391407401,0.44785276073619634
Cincinnati Reds,2007,0.4444444444444444,0.7893724648,0.49382716049382713
Cincinnati Reds,2010,0.5617283950617284,0.8423093089,0.48148148148148145
Cincinnati Reds,2011,0.4876543209876543,0.8877707681,0.5617283950617284
Cincinnati Reds,2016,0.41975308641975306,0.7307025928,0.3950617283950617
Cincinnati Reds,2017,0.41975308641975306,0.7043107539,0.41975308641975306
Cleveland Indians,2001,0.5617283950617284,1.4225490821,0.5555555555555556
Cleveland Indians,2002,0.4567901234567901,1.2436795547,0.5617283950617284
Cleveland Indians,2003,0.41975308641975306,0.686420373,0.4567901234567901
Cleveland Indians,2004,0.49382716049382713,0.5262687368,0.41975308641975306
Cleveland Indians,2005,0.5740740740740741,0.6006845945,0.49382716049382713
Cleveland Indians,2006,0.48148148148148145,0.7719370494,0.5740740740740741
Cleveland Indians,2007,0.5925925925925926,0.7065262741,0.48148148148148145
Cleveland Indians,2008,0.5,0.9756919472,0.5925925925925926
Cleveland Indians,2009,0.4012345679012346,1,0.5
Cleveland Indians,2010,0.42592592592592593,0.6797403659,0.4012345679012346
Cleveland Indians,2011,0.49382716049382713,0.5428834688,0.42592592592592593
Cleveland Indians,2012,0.41975308641975306,0.6959245455,0.49382716049382713
Cleveland Indians,2013,0.5679012345679012,0.8670876264,0.41975308641975306
Cleveland Indians,2014,0.5246913580246914,0.807054117,0.5679012345679012
Cleveland Indians,2015,0.5031055900621118,0.7521334102,0.5246913580246914
Cleveland Indians,2016,0.5838509316770186,0.7830078251,0.5031055900621118
Cleveland Indians,2017,0.6296296296296297,0.9165465797,0.5838509316770186
Cleveland Indians,2018,0.5617283950617284,1.0063955527,0.6296296296296297
Colorado Rockies,2000,0.5061728395061729,1.038897893,0.4444444444444444
Colorado Rockies,2001,0.4506172839506173,1.0900927334,0.5061728395061729
Colorado Rockies,2002,0.4506172839506173,0.8960198802,0.4506172839506173
Colorado Rockies,2003,0.4567901234567901,0.9491334699,0.4506172839506173
Colorado Rockies,2004,0.41975308641975306,1.0035678283,0.4567901234567901
Colorado Rockies,2005,0.41358024691358025,0.6969692584,0.41975308641975306
Colorado Rockies,2006,0.4691358024691358,0.5680604724,0.41358024691358025
Colorado Rockies,2007,0.5521472392638037,0.6234789855,0.4691358024691358
Colorado Rockies,2008,0.4567901234567901,0.8482532923,0.5521472392638037
Colorado Rockies,2009,0.5679012345679012,0.9218162392,0.4567901234567901
Colorado Rockies,2010,0.5123456790123457,0.9320893394,0.5679012345679012
Colorado Rockies,2011,0.4506172839506173,0.9040785803,0.5123456790123457
Colorado Rockies,2015,0.41975308641975306,0.8296786031,0.4074074074074074
Colorado Rockies,2016,0.46296296296296297,0.9158664822,0.41975308641975306
Detroit Tigers,2002,0.3416149068322981,0.8676024179,0.4074074074074074
Detroit Tigers,2007,0.5432098765432098,1.0903821825,0.5864197530864198
Detroit Tigers,2008,0.4567901234567901,1.7011298558,0.5432098765432098
Detroit Tigers,2009,0.5276073619631901,1.4107173515,0.4567901234567901
Detroit Tigers,2010,0.5,1.482118839,0.5276073619631901
Detroit Tigers,2011,0.5864197530864198,1.1747329252,0.5
Detroit Tigers,2012,0.5432098765432098,1.4251912011,0.5864197530864198
Detroit Tigers,2013,0.5740740740740741,1.5995187425,0.5432098765432098
Detroit Tigers,2014,0.5555555555555556,1.5461077623,0.5740740740740741
Detroit Tigers,2018,0.3950617283950617,0.9350078601,0.3950617283950617
Houston Astros,1999,0.5987654320987654,1.195484494,0.6296296296296297
Houston Astros,2000,0.4444444444444444,0.8492706645,0.5987654320987654
Houston Astros,2004,0.5679012345679012,1.1561740464,0.5370370370370371
Houston Astros,2005,0.5460122699386503,1.1112574538,0.5679012345679012
Houston Astros,2008,0.5341614906832298,1.0987541634,0.4506172839506173
Houston Astros,2009,0.4567901234567901,1.2625333042,0.5341614906832298
Houston Astros,2010,0.4691358024691358,1.0243064773,0.4567901234567901
Houston Astros,2011,0.345679012345679,0.8453995542,0.4691358024691358
Houston Astros,2014,0.43209876543209874,0.4770143842,0.3148148148148148
Houston Astros,2017,0.6234567901234568,0.9182283012,0.5185185185185185
Houston Astros,2018,0.6358024691358025,1.1970176812,0.6234567901234568
Kansas City Royals,1999,0.3975155279503106,0.357354487,0.4472049689440994
Kansas City Royals,2000,0.47530864197530864,0.3743922204,0.3975155279503106
Kansas City Royals,2001,0.4012345679012346,0.5397412689,0.47530864197530864
Kansas City Royals,2002,0.382716049382716,0.7448097562,0.4012345679012346
Kansas City Royals,2003,0.5123456790123457,0.5724498446,0.382716049382716
Kansas City Royals,2004,0.35802469135802467,0.7300594211,0.5123456790123457
Kansas City Royals,2007,0.42592592592592593,0.7694565133,0.382716049382716
Kansas City Royals,2010,0.41358024691358025,0.8294090125,0.4012345679012346
Kansas City Royals,2011,0.4382716049382716,0.4193113251,0.41358024691358025
Kansas City Royals,2012,0.4444444444444444,0.6807300499,0.4382716049382716
Kansas City Royals,2013,0.5308641975308642,0.880706087,0.4444444444444444
Kansas City Royals,2014,0.5493827160493827,0.8710136223,0.5308641975308642
Kansas City Royals,2015,0.5864197530864198,0.9646174489,0.5493827160493827
Kansas City Royals,2016,0.5,1.0690627612,0.5864197530864198
Kansas City Royals,2017,0.49382716049382713,1.0560388439,0.5
Los Angeles Angels of Anaheim,2006,0.5493827160493827,1.4255172604,0.5864197530864198
Los Angeles Angels of Anaheim,2007,0.5802469135802469,1.2515785363,0.5493827160493827
Los Angeles Angels of Anaheim,2008,0.6172839506172839,1.4729431286,0.5802469135802469
Los Angeles Angels of Anaheim,2009,0.5987654320987654,1.383551776,0.6172839506172839
Los Angeles Angels of Anaheim,2010,0.49382716049382713,1.339636614,0.5987654320987654
Los Angeles Angels of Anaheim,2014,0.6049382716049383,1.4602304713,0.48148148148148145
Los Angeles Angels of Anaheim,2015,0.5246913580246914,1.250818409,0.6049382716049383
Los Angeles Angels of Anaheim,2016,0.4567901234567901,1.3388849141,0.5246913580246914
Los Angeles Angels of Anaheim,2017,0.49382716049382713,1.2286167516,0.4567901234567901
Los Angeles Dodgers,1999,0.47530864197530864,1.5381310773,0.5123456790123457
Los Angeles Dodgers,2000,0.5308641975308642,1.4700162075,0.47530864197530864
Los Angeles Dodgers,2001,0.5308641975308642,1.6624739917,0.5308641975308642
Los Angeles Dodgers,2005,0.4382716049382716,1.2018612864,0.5740740740740741
Los Angeles Dodgers,2006,0.5432098765432098,1.3562912122,0.4382716049382716
Los Angeles Dodgers,2007,0.5061728395061729,1.2424503269,0.5432098765432098
Los Angeles Dodgers,2008,0.5185185185185185,1.4651865633,0.5061728395061729
Los Angeles Dodgers,2015,0.5679012345679012,2.3215074365,0.5802469135802469
Los Angeles Dodgers,2016,0.5617283950617284,2.030862563,0.5679012345679012
Los Angeles Dodgers,2017,0.6419753086419753,1.780786914,0.5617283950617284
Los Angeles Dodgers,2018,0.5644171779141104,1.3979534943,0.6419753086419753
Miami Marlins,2015,0.4382716049382716,0.5900296364,0.47530864197530864
Miami Marlins,2016,0.4906832298136646,0.6046243516,0.4382716049382716
Miami Marlins,2017,0.47530864197530864,0.8522263502,0.4906832298136646
Miami Marlins,2018,0.391304347826087,0.7426429598,0.47530864197530864
Milwaukee Brewers,2001,0.41975308641975306,0.6687151363,0.44785276073619634
Milwaukee Brewers,2002,0.345679012345679,0.7925782136,0.41975308641975306
Milwaukee Brewers,2003,0.41975308641975306,0.5739898276,0.345679012345679
Milwaukee Brewers,2004,0.4161490683229814,0.4221353268,0.41975308641975306
Milwaukee Brewers,2005,0.5,0.5779950356,0.4161490683229814
Milwaukee Brewers,2008,0.5555555555555556,1,0.5123456790123457
Milwaukee Brewers,2009,0.49382716049382713,0.9828796485,0.5555555555555556
Milwaukee Brewers,2010,0.47530864197530864,1,0.49382716049382713
Milwaukee Brewers,2011,0.5925925925925926,0.9181313639,0.47530864197530864
Milwaukee Brewers,2012,0.5123456790123457,1.0439440725,0.5925925925925926
Milwaukee Brewers,2015,0.41975308641975306,0.8909399217,0.5061728395061729
Milwaukee Brewers,2016,0.4506172839506173,0.5196096854,0.41975308641975306
Minnesota Twins,1999,0.391304347826087,0.353635423,0.43209876543209874
Minnesota Twins,2000,0.42592592592592593,0.2544570502,0.391304347826087
Minnesota Twins,2001,0.5246913580246914,0.3676746931,0.42592592592592593
Minnesota Twins,2002,0.5838509316770186,0.633979568,0.5246913580246914
Minnesota Twins,2003,0.5555555555555556,0.7841904493,0.5838509316770186
Minnesota Twins,2004,0.5679012345679012,0.821698294,0.5555555555555556
Minnesota Twins,2009,0.5337423312883436,0.8004404703,0.5398773006134969
Minnesota Twins,2010,0.5802469135802469,1.0802049266,0.5337423312883436
Minnesota Twins,2011,0.3888888888888889,1.2437540999,0.5802469135802469
Minnesota Twins,2014,0.43209876543209874,0.8075148724,0.4074074074074074
Minnesota Twins,2017,0.5246913580246914,0.7982922759,0.36419753086419754
Minnesota Twins,2018,0.48148148148148145,0.9605852051,0.5246913580246914
New York Yankees,1999,0.6049382716049383,1.9056032133,0.7037037037037037
New York Yankees,2000,0.5403726708074534,1.743735154,0.6049382716049383
New York Yankees,2001,0.5900621118012422,1.7109465746,0.5403726708074534
New York Yankees,2004,0.6234567901234568,2.8245160054,0.6196319018404908
New York Yankees,2007,0.5802469135802469,2.1724966813,0.5987654320987654
New York Yankees,2008,0.5493827160493827,2.5832473153,0.5802469135802469
New York Yankees,2009,0.6358024691358025,2.4693705376,0.5493827160493827
New York Yankees,2010,0.5864197530864198,2.3599613862,0.6358024691358025
New York Yankees,2011,0.5987654320987654,2.2741396726,0.5864197530864198
New York Yankees,2012,0.5864197530864198,2.2313825336,0.5987654320987654
New York Yankees,2013,0.5246913580246914,2.4537708564,0.5864197530864198
New York Yankees,2014,0.5185185185185185,1.8635306858,0.5246913580246914
New York Yankees,2015,0.5370370370370371,1.8612374128,0.5185185185185185
New York Yankees,2016,0.5185185185185185,1.8374865488,0.5370370370370371
New York Yankees,2017,0.5617283950617284,1.4502567525,0.5185185185185185
New York Yankees,2018,0.6172839506172839,1.239689044,0.5617283950617284
New York Mets,2000,0.5802469135802469,1.2933549433,0.5950920245398773
New York Mets,2001,0.5061728395061729,1.4273401134,0.5802469135802469
New York Mets,2002,0.4658385093167702,1.491504398,0.5061728395061729
New York Mets,2003,0.40993788819875776,1.6597404493,0.4658385093167702
New York Mets,2004,0.4382716049382716,1.4822460418,0.40993788819875776
New York Mets,2008,0.5493827160493827,1.7024664427,0.5432098765432098
New York Mets,2009,0.43209876543209874,1.8310310625,0.5493827160493827
New York Mets,2010,0.4876543209876543,1.399191399,0.43209876543209874
New York Mets,2011,0.47530864197530864,1.5684322321,0.4876543209876543
New York Mets,2012,0.4567901234567901,1.0052072052,0.47530864197530864
New York Mets,2015,0.5555555555555556,0.8662151401,0.4876543209876543
New York Mets,2016,0.5370370370370371,1.0991536048,0.5555555555555556
New York Mets,2017,0.43209876543209874,1.140456802,0.5370370370370371
New York Mets,2018,0.47530864197530864,1.1236187806,0.43209876543209874
Oakland Athletics,1999,0.5370370370370371,0.5221897417,0.4567901234567901
Oakland Athletics,2000,0.5652173913043478,0.5206131767,0.5370370370370371
Oakland Athletics,2003,0.5925925925925926,0.7100993784,0.6358024691358025
Oakland Athletics,2004,0.5617283950617284,0.9112619053,0.5925925925925926
Oakland Athletics,2005,0.5432098765432098,0.80220231,0.5617283950617284
Oakland Athletics,2006,0.5740740740740741,0.8574992069,0.5432098765432098
Oakland Athletics,2007,0.4691358024691358,0.9092242252,0.5740740740740741
Oakland Athletics,2008,0.4658385093167702,0.5926440351,0.4691358024691358
Oakland Athletics,2009,0.46296296296296297,0.763797953,0.4658385093167702
Oakland Athletics,2010,0.5,0.6449086364,0.46296296296296297
Oakland Athletics,2011,0.4567901234567901,0.7369361391,0.5
Oakland Athletics,2012,0.5802469135802469,0.5623635914,0.4567901234567901
Oakland Athletics,2013,0.5925925925925926,0.6665611642,0.5802469135802469
Oakland Athletics,2014,0.5432098765432098,0.777807887,0.5925925925925926
Oakland Athletics,2017,0.46296296296296297,0.6036038009,0.42592592592592593
Oakland Athletics,2018,0.5987654320987654,0.4924514511,0.46296296296296297
Philadelphia Phillies,2000,0.4012345679012346,0.7601296596,0.47530864197530864
Philadelphia Phillies,2001,0.5308641975308642,0.6348419815,0.4012345679012346
Philadelphia Phillies,2002,0.4968944099378882,0.9135925172,0.5308641975308642
Philadelphia Phillies,2003,0.5308641975308642,1,0.4968944099378882
Philadelphia Phillies,2004,0.5308641975308642,1.4294677707,0.5308641975308642
Philadelphia Phillies,2005,0.5432098765432098,1.3825334337,0.5308641975308642
Philadelphia Phillies,2006,0.5246913580246914,1.2161276464,0.5432098765432098
Philadelphia Phillies,2007,0.5493827160493827,1.0244857327,0.5246913580246914
Philadelphia Phillies,2008,0.5679012345679012,1.2141452505,0.5493827160493827
Philadelphia Phillies,2011,0.6296296296296297,1.823024315,0.5987654320987654
Philadelphia Phillies,2012,0.5,1.8304114537,0.6296296296296297
Philadelphia Phillies,2013,0.4506172839506173,1.7166868014,0.5
Philadelphia Phillies,2014,0.4506172839506173,1.6792791391,0.4506172839506173
Philadelphia Phillies,2015,0.3888888888888889,1.2555030212,0.4506172839506173
Philadelphia Phillies,2016,0.4382716049382716,0.7207462372,0.3888888888888889
Philadelphia Phillies,2017,0.4074074074074074,0.7387614308,0.4382716049382716
Philadelphia Phillies,2018,0.49382716049382713,0.7110010717,0.4074074074074074
Pittsburgh Pirates,2000,0.42592592592592593,0.4797406807,0.484472049689441
Pittsburgh Pirates,2007,0.41975308641975306,0.4414876302,0.41358024691358025
Pittsburgh Pirates,2008,0.41358024691358025,0.6015726159,0.41975308641975306
Pittsburgh Pirates,2009,0.38509316770186336,0.5968803358,0.41358024691358025
Pittsburgh Pirates,2010,0.35185185185185186,0.4321299,0.38509316770186336
Pittsburgh Pirates,2011,0.4444444444444444,0.4618289838,0.35185185185185186
Pittsburgh Pirates,2014,0.5432098765432098,0.6796233096,0.5802469135802469
Pittsburgh Pirates,2015,0.6049382716049383,0.7697056973,0.5432098765432098
Pittsburgh Pirates,2018,0.5093167701863354,0.6443543464,0.46296296296296297
San Diego Padres,1999,0.4567901234567901,0.9931669549,0.6049382716049383
San Diego Padres,2000,0.4691358024691358,0.8897893031,0.4567901234567901
San Diego Padres,2001,0.4876543209876543,0.5924672064,0.4691358024691358
San Diego Padres,2002,0.4074074074074074,0.6528925694,0.4876543209876543
San Diego Padres,2003,0.3950617283950617,0.6771404352,0.4074074074074074
San Diego Padres,2006,0.5432098765432098,0.962954902,0.5061728395061729
San Diego Padres,2010,0.5555555555555556,0.4180968498,0.46296296296296297
San Diego Padres,2011,0.4382716049382716,0.503809982,0.5555555555555556
San Diego Padres,2012,0.4691358024691358,0.5916012227,0.4382716049382716
San Diego Padres,2013,0.4691358024691358,0.7350745018,0.4691358024691358
San Diego Padres,2014,0.47530864197530864,0.8563786636,0.4691358024691358
San Diego Padres,2015,0.4567901234567901,0.9264113002,0.47530864197530864
San Diego Padres,2016,0.41975308641975306,0.8072376798,0.4567901234567901
San Diego Padres,2017,0.4382716049382716,0.5141474132,0.41975308641975306
San Diego Padres,2018,0.4074074074074074,0.701802432,0.4382716049382716
Seattle Mariners,2004,0.3888888888888889,1.2500032049,0.5740740740740741
Seattle Mariners,2005,0.42592592592592593,1.2701084641,0.3888888888888889
Seattle Mariners,2006,0.48148148148148145,1.2118086068,0.42592592592592593
Seattle Mariners,2007,0.5432098765432098,1.2196106892,0.48148148148148145
Seattle Mariners,2008,0.3765432098765432,1.4537943902,0.5432098765432098
Seattle Mariners,2011,0.41358024691358025,1.0393067792,0.3765432098765432
Seattle Mariners,2012,0.46296296296296297,0.903305493,0.41358024691358025
Seattle Mariners,2015,0.4691358024691358,1.0532423507,0.5370370370370371
Seattle Mariners,2016,0.5308641975308642,1.1572228773,0.4691358024691358
Seattle Mariners,2017,0.48148148148148145,1.1395808645,0.5308641975308642
San Francisco Giants,1999,0.5308641975308642,0.9959211814,0.5460122699386503
San Francisco Giants,2000,0.5987654320987654,0.8677633712,0.5308641975308642
San Francisco Giants,2001,0.5555555555555556,0.9642153329,0.5987654320987654
San Francisco Giants,2002,0.5864197530864198,1.2340707413,0.5555555555555556
San Francisco Giants,2003,0.6211180124223602,1.1705590138,0.5864197530864198
San Francisco Giants,2006,0.4720496894409938,1.2406929382,0.46296296296296297
San Francisco Giants,2012,0.5802469135802469,1.3971107585,0.5308641975308642
San Francisco Giants,2013,0.4691358024691358,1.4727476827,0.5802469135802469
San Francisco Giants,2014,0.5432098765432098,1.4086698459,0.4691358024691358
San Francisco Giants,2017,0.3950617283950617,1.3353002352,0.5370370370370371
San Francisco Giants,2018,0.4506172839506173,1.4963683964,0.3950617283950617
St. Louis Cardinals,2001,0.5740740740740741,1.1967077283,0.5864197530864198
St. Louis Cardinals,2002,0.5987654320987654,1.1767176949,0.5740740740740741
St. Louis Cardinals,2003,0.5246913580246914,1.1837618819,0.5987654320987654
St. Louis Cardinals,2004,0.6481481481481481,1.2762634924,0.5246913580246914
St. Louis Cardinals,2005,0.6172839506172839,1.3331041655,0.6481481481481481
St. Louis Cardinals,2006,0.515527950310559,1.2246422575,0.6172839506172839
St. Louis Cardinals,2007,0.48148148148148145,1.0343219316,0.515527950310559
St. Louis Cardinals,2008,0.5308641975308642,1.2308812384,0.48148148148148145
St. Louis Cardinals,2009,0.5617283950617284,1.0851840407,0.5308641975308642
St. Louis Cardinals,2010,0.5308641975308642,1.0421699407,0.5617283950617284
St. Louis Cardinals,2011,0.5555555555555556,1.1977436446,0.5308641975308642
St. Louis Cardinals,2014,0.5555555555555556,1.0511440888,0.5987654320987654
St. Louis Cardinals,2018,0.5432098765432098,1.191829166,0.5123456790123457
Tampa Bay Devil Rays,1999,0.42592592592592593,0.817599476,0.3888888888888889
Tampa Bay Devil Rays,2000,0.42857142857142855,1.0437601297,0.42592592592592593
Tampa Bay Devil Rays,2001,0.382716049382716,0.8682181523,0.42857142857142855
Tampa Bay Devil Rays,2002,0.3416149068322981,0.5418574903,0.382716049382716
Tampa Bay Devil Rays,2003,0.3888888888888889,0.2773382311,0.3416149068322981
Tampa Bay Devil Rays,2004,0.43478260869565216,0.45323622,0.3888888888888889
Tampa Bay Devil Rays,2005,0.41358024691358025,0.4295586609,0.43478260869565216
Tampa Bay Devil Rays,2006,0.3765432098765432,0.4879476891,0.41358024691358025
Tampa Bay Devil Rays,2007,0.4074074074074074,0.2763577706,0.3765432098765432
Tampa Bay Rays,2008,0.5987654320987654,0.5404861472,0.4074074074074074
Tampa Bay Rays,2009,0.5185185185185185,0.7760931756,0.5987654320987654
Tampa Bay Rays,2012,0.5555555555555556,0.6767465569,0.5617283950617284
Tampa Bay Rays,2013,0.5644171779141104,0.6661790166,0.5555555555555556
Texas Rangers,1999,0.5864197530864198,1.7579409964,0.5432098765432098
Texas Rangers,2000,0.4382716049382716,1.14910859,0.5864197530864198
Texas Rangers,2001,0.4506172839506173,1.3381195141,0.4382716049382716
Texas Rangers,2002,0.4444444444444444,1.6663319118,0.4506172839506173
Texas Rangers,2003,0.4382716049382716,1.4621597485,0.4444444444444444
Texas Rangers,2004,0.5493827160493827,0.8441697067,0.4382716049382716
Texas Rangers,2005,0.4876543209876543,0.8083280264,0.5493827160493827
Texas Rangers,2006,0.49382716049382713,0.9399754072,0.4876543209876543
Texas Rangers,2009,0.5370370370370371,0.8357378647,0.4876543209876543
Texas Rangers,2010,0.5555555555555556,0.7168676445,0.5370370370370371
Texas Rangers,2011,0.5925925925925926,1.0118597578,0.5555555555555556
Texas Rangers,2012,0.5740740740740741,1.285226239,0.5925925925925926
Texas Rangers,2013,0.558282208588957,1.3483017368,0.5740740740740741
Texas Rangers,2014,0.41358024691358025,1.2616179909,0.558282208588957
Toronto Blue Jays,2000,0.5123456790123457,0.751431637,0.5185185185185185
Toronto Blue Jays,2001,0.49382716049382713,1.1716831,0.5123456790123457
Toronto Blue Jays,2002,0.48148148148148145,1.2114460318,0.49382716049382713
Toronto Blue Jays,2005,0.49382716049382713,0.6617191571,0.4161490683229814
Toronto Blue Jays,2006,0.5370370370370371,0.9907614986,0.49382716049382713
Toronto Blue Jays,2007,0.5123456790123457,0.9387331657,0.5370370370370371
Toronto Blue Jays,2008,0.5308641975308642,1.2104883547,0.5123456790123457
Toronto Blue Jays,2009,0.46296296296296297,0.9872410316,0.5308641975308642
Toronto Blue Jays,2010,0.5246913580246914,0.8703804641,0.46296296296296297
Toronto Blue Jays,2011,0.5,0.7750910972,0.5246913580246914
Toronto Blue Jays,2012,0.4506172839506173,0.8906602095,0.5
Toronto Blue Jays,2013,0.4567901234567901,1.2830886915,0.4506172839506173
Toronto Blue Jays,2014,0.5123456790123457,1.2961216043,0.4567901234567901
Toronto Blue Jays,2015,0.5740740740740741,1.0762340915,0.5123456790123457
Toronto Blue Jays,2016,0.5493827160493827,1.1121132313,0.5740740740740741
Toronto Blue Jays,2017,0.4691358024691358,1.2065080672,0.5493827160493827
Toronto Blue Jays,2018,0.4506172839506173,1.2092817803,0.4691358024691358
Washington Nationals,2006,0.4382716049382716,0.869911052,0.5
Washington Nationals,2007,0.4506172839506173,0.4281606523,0.4382716049382716
Washington Nationals,2008,0.36645962732919257,0.6790548346,0.4506172839506173
Washington Nationals,2009,0.36419753086419754,0.7395025343,0.36645962732919257
Washington Nationals,2010,0.42592592592592593,0.7330656579,0.36419753086419754
Washington Nationals,2011,0.4968944099378882,0.7502585109,0.42592592592592593
Washington Nationals,2012,0.6049382716049383,0.9842126417,0.4968944099378882
Washington Nationals,2015,0.5123456790123457,1.3847792867,0.5925925925925926
Washington Nationals,2016,0.5864197530864198,1.1803843207,0.5123456790123457
